#note	type	output type	input types	op id	flags	width in	width out	code	tags	rating	code custom	
logical	instruction	bool	bool,bool	AND_bool		1	1	$$arg1 && $$arg2	C,universal	10		
logical	instruction	bool	bool,bool	EQ_bool		1	1	$$arg1 == $$arg2	C,universal	10		
logical	instruction	bool	bool,bool	NE_bool		1	1	$$arg1 != $$arg2	C,universal	10		
logical	instruction	bool	bool	NOT_bool		1	1	! $$arg1        	C,universal	10		
logical	instruction	bool	bool,bool	OR_bool		1	1	$$arg1 || $$arg2	C,universal	10		
logical	instruction	bool	bool,bool	XOR_bool		1	1	$$arg1 ^ $$arg2 	C,universal	10		
logical	instruction	bool	bool,bool	${op,c->GE,>=,LE,<=,GT,>,LT,<}_bool		1	1	$$arg1 $c $$arg2 	C,universal	10		
relational	instruction	ssebool	${num->float,double,int8_t,int16_t,int32_t,int64_t,uint8_t,uint16_t,uint32_t,uint64_t},$num	EQ_$num		1	1	0xFF*($$arg1 == $$arg2)	C,universal	10		
relational	instruction	ssebool	${num->float,double,int8_t,int16_t,int32_t,int64_t,uint8_t,uint16_t,uint32_t,uint64_t},$num	GE_$num		1	1	0xFF*($$arg1 >= $$arg2)	C,universal	10		
relational	instruction	ssebool	${num->float,double,int8_t,int16_t,int32_t,int64_t,uint8_t,uint16_t,uint32_t,uint64_t},$num	GT_$num		1	1	0xFF*($$arg1 > $$arg2)	              C	10		
relational	instruction	ssebool	${num->float,double,int8_t,int16_t,int32_t,int64_t,uint8_t,uint16_t,uint32_t,uint64_t},$num	LE_$num		1	1	0xFF*($$arg1 <= $$arg2)	C,universal	10		
relational	instruction	ssebool	${num->float,double,int8_t,int16_t,int32_t,int64_t,uint8_t,uint16_t,uint32_t,uint64_t},$num	LT_$num		1	1	0xFF*($$arg1 < $$arg2)	C,universal	10		
relational	instruction	ssebool	${num->float,double,int8_t,int16_t,int32_t,int64_t,uint8_t,uint16_t,uint32_t,uint64_t},$num	NE_$num		1	1	0xFF*($$arg1 != $$arg2)	C,universal	10		
arithetic_std	instruction	${num->float,double,int8_t,int16_t,int32_t,int64_t,uint8_t,uint16_t,uint32_t,uint64_t}	$num,$num	ADD_$num		1	1	$$arg1 + $$arg2	C,universal	10		
arithetic_std	instruction	${num->float,double,int8_t,int16_t,int32_t,int64_t,uint8_t,uint16_t,uint32_t,uint64_t}	$num,$num	DIV_$num		1	1	$$arg1 / $$arg2	C,universal	10		
arithetic_std	instruction	${num->int8_t,int16_t,int32_t,int64_t,uint8_t,uint16_t,uint32_t,uint64_t}	$num,$num	MOD_$num		1	1	$$arg1 % $$arg2	C,universal	10		
arithetic_std	instruction	${num->float,double,int8_t,int16_t,int32_t,int64_t,uint8_t,uint16_t,uint32_t,uint64_t}	$num,$num	MUL_$num		1	1	$$arg1 * $$arg2	C,universal	10		
arithetic_std	instruction	${num->float,double,int8_t,int16_t,int32_t,int64_t,uint8_t,uint16_t,uint32_t,uint64_t}	$num,$num	SUB_$num		1	1	$$arg1 - $$arg2	C,universal	10		
arithmetic_bin	instruction	${num->int8_t,int16_t,int32_t,int64_t,uint8_t,uint16_t,uint32_t,uint64_t}	$num,$num	XOR_$num		1	1	$$arg1 ^ $$arg2	C,universal	10		
arithmetic_bin	instruction	${num->int8_t,int16_t,int32_t,int64_t,uint8_t,uint16_t,uint32_t,uint64_t}	$num	NOT_$num		1	1	~ $$arg1       	C,universal	10		
arithmetic_bin	instruction	${num->int8_t,int16_t,int32_t,int64_t,uint8_t,uint16_t,uint32_t,uint64_t}	$num,$num	LSF_$num		1	1	$$arg1 << $$arg2	C,universal	10		
arithmetic_bin	instruction	${num->int8_t,int16_t,int32_t,int64_t,uint8_t,uint16_t,uint32_t,uint64_t}	$num,$num	AND_$num		1	1	$$arg1 & $$arg2	C,universal	10		
arithmetic_bin	instruction	${num->int8_t,int16_t,int32_t,int64_t,uint8_t,uint16_t,uint32_t,uint64_t}	$num,$num	OR_$num		1	1	$$arg1 | $$arg2	C,universal	10		
arithmetic_bin	instruction	${num->int8_t,int16_t,int32_t,int64_t,uint8_t,uint16_t,uint32_t,uint64_t}	$num,$num	RSF_$num		1	1	$$arg1 >> $$arg2	C,universal	10		
conversions	instruction	${t->double,float,int8_t,int16_t,int32_t,int64_t,uint8_t,uint16_t,uint32_t,uint64_t}	${u->bool}	CVRT_$t_$u		1	1	($t)($$arg1 > 0)	C,universal	10		
conversions	instruction	${t->double,float,int8_t,int16_t,int32_t,int64_t,uint8_t,uint16_t,uint32_t,uint64_t}	${u->bool}	CVRT_$u_$t		1	1	($t)($$arg1 ? 1 : 0)	C,universal	10		
conversions	instruction	${t->double,float,int8_t,int16_t,int32_t,int64_t,uint8_t,uint16_t,uint32_t,uint64_t}	${u->double,float,int8_t,int16_t,int32_t,int64_t,uint8_t,uint16_t,uint32_t,uint64_t}	CVRT_$u_$t		1	1	($t)$$arg1	C,universal	10		
IO	instruction	${t->float,double,int8_t,int16_t,int32_t,int64_t,uint8_t,uint16_t,uint32_t,uint64_t,bool}		LD_$t	input	1	1	$$input	C,universal	10		
IO	instruction	${t->float,double,int8_t,int16_t,int32_t,int64_t,uint8_t,uint16_t,uint32_t,uint64_t,bool}	$t	ST_$t	output	1	1	$$output = $$arg1	C,universal	10		
debug	instruction	${t->int16_t,uint16_t,int32_t,uint32_t,int64_t,uint64_t,float,double}	$t	DEBUG_$t	debug	1	1	DEBUG_STD($$arg1,"$$arg1")	C,universal	10		
debug	instruction	${t->int8_t,uint8_t,bool,ssebool}	$t	DEBUG_$t	debug	1	1	DEBUG_STD((int)$$arg1,"$$arg1")	C,universal	10		
debug	instruction	${t->bool}	$t	DEBUG_$t	debug	${w->2,4,8,16,32}	$w	DEBUG_STD($$arg1,"$$arg1")	C,universal	10		
debug_sse,universal	instruction	${t->int8_t,uint8_t,int16_t,uint16_t,int32_t,uint32_t,int64_t,uint64_t,ssebool,float,double}	$t	DEBUG_$t	debug	${w->2,4,8,16}	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
debug_sse,universal	instruction	${t->bool}	$t	DEBUG_$t	debug	${w->64,128}	1	DEBUG_SSE($$arg1,"$$arg1")	sse,universal	10		
											
#note	type	type id	bitwidth	width	code						
types	type_version	void	32	32	void						
types	type_version	bool	1	1	bool						
types	type_version	ssebool	8	1	uint8_t						
types	type_version	double	64	1	double						
types	type_version	float	32	1	float						
types	type_version	int16_t	16	1	int16_t						
types	type_version	int32_t	32	1	int32_t						
types	type_version	int64_t	64	1	int64_t						
types	type_version	int8_t	8	1	int8_t						
types	type_version	uint16_t	16	1	uint16_t						
types	type_version	uint32_t	32	1	uint32_t						
types	type_version	uint64_t	64	1	uint64_t						
types	type_version	uint8_t	8	1	uint8_t						
sse_types	type_version	${type -> int,uint}${w,n->64,2,32,4,32,2,16,8,16,4,16,2,8,16,8,8,8,4,8,2}_t	$w	$n	__m128i						
sse_types	type_version	float	32	$[128/32/${w->2,1}]	__m128						
sse_types	type_version	double	64	$[128/64/${w->1}]	__m128d						
sse_types	type_version	bool	1	${ w->2,4,8,16,32}	uint32_t						
sse_types	type_version	bool	1	${ w->64,128}	__m128i						
sse_types	type_version	ssebool	8	${w->2,4,8,16}	__m128i						
											
#note	type	output type	input types	op id	flags	width in	width out	code	tags	rating	code custom
sse_logical	instruction	bool	bool,bool	${name,op->AND,&,OR,|,XOR,^}_bool		${w->1,2,4,8,16,32}	$w	$$arg1 $op $$arg2	C,universal	5		
sse_logical	instruction	bool	bool	NOT_bool		${w->2,4,8,16,32}	$w	~$$arg1 	C,universal	5		
sse_logical	instruction	bool	bool,bool	EQ_bool		${w->2,4,8,16,32}	$w	~($$arg1 ^ $$arg2)	C,universal	5		
sse_logical	instruction	bool	bool,bool	NE_bool		${w->2,4,8,16,32}	$w	$$arg1 ^ $$arg2	C,universal	5		
sse_logical	instruction	bool	bool,bool	GT_bool		${w->2,4,8,16,32}	$w	$$arg1 & (~$$arg2)	C,universal	5		
sse_logical	instruction	bool	bool,bool	LT_bool		${w->2,4,8,16,32}	$w	(~$$arg1) & $$arg2	C,universal	5		
sse_logical	instruction	bool	bool,bool	GE_bool		${w->2,4,8,16,32}	$w	$$arg1 | (~($$arg1 ^ $$arg2))	C,universal	5		
sse_logical	instruction	bool	bool,bool	LE_bool		${w->2,4,8,16,32}	$w	$$arg2 | (~($$arg1 ^ $$arg2))	C,universal	5		
sse_logical	instruction	bool	bool,bool	${name,op->AND,and,OR,or,XOR,xor}_bool		${w->64,128}	$w	_mm_$op_si128($$arg1,$$arg2)	sse,universal	5		
sse_logical	instruction	bool	bool	NOT_bool		${w->64,128}	$w	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
sse_logical	instruction	bool	bool,bool	EQ_bool		${w->64,128}	$w	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_xor_si128($$arg1,$$arg2))	sse,universal	5		
sse_logical	instruction	bool	bool,bool	NE_bool		${w->64,128}	$w	_mm_xor_si128($$arg1,$$arg2)	sse,universal	5		
sse_logical	instruction	bool	bool,bool	GT_bool		${w->64,128}	$w	_mm_and_si128($$arg1,_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg2))	sse,universal	5		
sse_logical	instruction	bool	bool,bool	LT_bool		${w->64,128}	$w	_mm_and_si128($$arg2,_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1))	sse,universal	5		
sse_logical	instruction	bool	bool,bool	GE_bool		${w->64,128}	$w	_mm_or_si128($$arg1, _mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_xor_si128($$arg1,$$arg2)))	sse,universal	5		
sse_logical	instruction	bool	bool,bool	LE_bool		${w->64,128}	$w	_mm_or_si128($$arg2, _mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_xor_si128($$arg1,$$arg2)))	sse,universal	5		
												
												
# /*bugged in gcc*/sse_relational	instruction	ssebool	${t,c->int,epi,uint,epi}${w,n,tag->64,2,sse}_t,$t$w_t	${name,op->EQ,eq,GT,gt,LT,lt}_$t$w_t		$n	$n	_mm_cmp$op_$c$w($$arg1,$$arg2)	$tag	10		
sse_relational	instruction	ssebool	${t,c->int,epi,uint,epi}${w,n,tag->32,4,sse,32,2,sse,16,8,sse,16,4,sse,16,2,sse,8,16,sse,8,8,sse,8,4,sse,8,2,sse}_t,$t$w_t	${name,op->EQ,eq,GT,gt,LT,lt}_$t$w_t		$n	$n	_mm_cmp$op_$c$w($$arg1,$$arg2)	$tag	10		
sse_relational	instruction	ssebool	${t,c->int,epi,uint,epi}${w,n,tag->64,2,sse,32,4,sse,32,2,sse,16,8,sse,16,4,sse,16,2,sse,8,16,sse,8,8,sse,8,4,sse,8,2,sse}_t,$t$w_t	NE_$t$w_t		$n	$n	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_cmpeq_$c$w($$arg1,$$arg2))	$tag	10		
# /*bugged in gcc*/sse_relational	instruction	ssebool	${t,c->int,epi,uint,epi}${w,n,tag->64,2,sse}_t,$t$w_t	${name,op->GE,gt,LE,lt}_$t$w_t		$n	$n	_mm_or_si128(_mm_cmpeq_$c$w($$arg1,$$arg2),_mm_cmp$op_$c$w($$arg1,$$arg2))	$tag	10		
sse_relational	instruction	ssebool	${t,c->int,epi,uint,epi}${w,n,tag->32,4,sse,32,2,sse,16,8,sse,16,4,sse,16,2,sse,8,16,sse,8,8,sse,8,4,sse,8,2,sse}_t,$t$w_t	${name,op->GE,gt,LE,lt}_$t$w_t		$n	$n	_mm_or_si128(_mm_cmpeq_$c$w($$arg1,$$arg2),_mm_cmp$op_$c$w($$arg1,$$arg2))	$tag	10		
sse_relational	instruction	ssebool	${t,c,n->double,pd,2,float,ps,4,float,ps,2},$t	${name,op->EQ,eq,GT,gt,LT,lt,LE,le,GE,ge,NE,neq}_$t		$n	$n	(__m128i)_mm_cmp$op_$c($$arg1,$$arg2)	sse,universal	10		
sse_arithetic_std	instruction	${t,c->int,epi,uint,epi}${w,n->64,2,32,4,32,2,16,8,16,4,16,2,8,16,8,8,8,4,8,2}_t	$t$w_t,$t$w_t	${name,op->ADD,add,SUB,sub}_$t$w_t		$n	$n	_mm_$op_$c$w($$arg1,$$arg2)	sse,universal	10		
sse_arithetic_std	instruction	${t,c,tag->uint,epu,sse,int,epi,sse}${w,n->32,2,16,2,8,2}_t	$t$w_t,$t$w_t	${name,op->MUL,mul}_$t$w_t		$n	$n	_mm_$op_$c${ww->32}($$arg1,$$arg2)	$tag	10		
sse_arithetic_std	instruction	${t,c,tag->int,epi,sse}${w,n->32,2,16,2,8,2}_t	$t$w_t,$t$w_t	${name,op->MUL,mul}_$t$w_t		$n	$n	_mm_shuffle_epi32(_mm_$op_$c$w($$arg1, $$arg2), _MM_SHUFFLE (0,0,2,0))	$tag	5		
sse_arithetic_std	instruction	${t,c,tag->int,epi,sse}${w,n->16,4}_t	$t$w_t,$t$w_t	${name,op->MUL,mullo}_$t$w_t		$n	$n	_mm_$op_$c$w($$arg1,$$arg2)	$tag	5		
sse_arithetic_std	instruction	${t,c,n->float,ps,4,float,ps,2,double,pd,2}	$t,$t	${name,op->ADD,add,SUB,sub,MUL,mul,DIV,div}_$t		$n	$n	_mm_$op_$c($$arg1,$$arg2)	sse,universal	10		
sse_arithmetic_bin	instruction	${t,c->int,epi,uint,epi}${w,n->64,2,32,4,32,2,16,8,16,4,16,2,8,16,8,8,8,4,8,2}_t	$t$w_t,$t$w_t	${name,op->AND,and,OR,or,XOR,xor}_$t$w_t		$n	$n	_mm_$op_si128($$arg1,$$arg2)	sse,universal	5		
sse_arithmetic_bin	instruction	${t,c->int,epi,uint,epi}${w,n->64,2,32,4,32,2,16,8,16,4,16,2,8,16,8,8,8,4,8,2}_t	$t$w_t,$t$w_t	NOT_$t$w_t		$n	$n	_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1)	sse,universal	5		
sse_conversions	instruction	${t,c->int32_t,epi32,uint32_t,epi32}	${u,d->float,ps}	CVRT_$u_$t		${w->2,4}	$w	_mm_cvt$d_$c($$arg1)	sse,universal	10		
sse_conversions	instruction	${t,c->float,ps}	${u,d->uint32_t,epi32,int32_t,epi32}	CVRT_$u_$t		${w->2,4}	$w	_mm_cvt$d_$c($$arg1)	sse,universal	10		
sse_conversions	instruction	${t,c->int32_t,epi32,uint32_t,epi32}	${u,d->double,pd}	CVRT_$u_$t		2	2	_mm_shuffle_epi32(_mm_cvt$d_$c($$arg1),0x58)	sse,universal	10		
sse_conversions	instruction	${t,c->double,pd}	${u,d->uint32_t,epi32,int32_t,epi32}	CVRT_$u_$t		2	2	_mm_cvt$d_$c(_mm_shuffle_epi32($$arg1,0x58))	sse,universal	10		
sse_IO	instruction	${t->int,uint}${w,n->8,16,16,8,32,4,64,2}_t		LD_$t$w_t	input	$n	$n	_mm_loadu_si128((__m128i*)&$$input)	sse,unalignedio	11		
sse_IO	instruction	${t->int,uint}${w,n->8,16,16,8,32,4,64,2}_t	$t$w_t	ST_$t$w_t	output	$n	$n	_mm_storeu_si128((__m128i*)&$$output,$$arg1)	sse,unalignedio	11		
sse_IO	instruction	${t,n,c,l->float,4,ps,,double,2,pd,d}		LD_$t	input	$n	$n	_mm_loadu_$c(&$$input)	sse,unalignedio	11		
sse_IO	instruction	${t,n,c,l->float,4,ps,,double,2,pd,d}	$t	ST_$t	output	$n	$n	_mm_storeu_$c(&$$output,(__m128$l)$$arg1)	sse,unalignedio	11		
sse_IO	instruction	${t->int,uint}${w,n->8,16,16,8,32,4,64,2}_t		LD_$t$w_t	input	$n	$n	_mm_load_si128((__m128i*)&$$input)	sse,alignedio	10		
sse_IO	instruction	${t->int,uint}${w,n->8,16,16,8,32,4,64,2}_t	$t$w_t	ST_$t$w_t	output	$n	$n	_mm_store_si128((__m128i*)&$$output,$$arg1)	sse,alignedio,shiftedio	10		
sse_IO	instruction	${t,n,c,l->float,4,ps,,double,2,pd,d}		LD_$t	input	$n	$n	_mm_load_$c(&$$input)	sse,alignedio	10		
sse_IO	instruction	${t,n,c,l->float,4,ps,,double,2,pd,d}	$t	ST_$t	output	$n	$n	_mm_store_$c(&$$output,(__m128$l)$$arg1)	sse,alignedio,shiftedio	10		
sse_IO	instruction	${t->int,uint}${w,n->8,16,16,8,32,4,64,2}_t		LD_$t$w_t	input	$n	$n		sse,shiftedio	10	default:$type $name = preload_$basename;preload_$basename = ($type)_mm_load_si128((__m128i*)(&$$input + $n - $alignoffset % $n));$name = _mm_alignr_epi8($name, preload_$basename, $alignoffset % $n);	
sse_IO	instruction	${t,n,c,l->float,4,ps,,double,2,pd,d}		LD_$t	input	$n	$n		sse,shiftedio	10	default:$type $name = preload_$basename;preload_$basename = ($type)_mm_load_$c((__m128i*)(&$$input + $n - $alignoffset % $n));$name = _mm_alignr_epi8((__m128i)$name, (__m128i)preload_$basename, $alignoffset % $n);	
sse_IO	instruction	${t->int,uint}${w,n->8,16,16,8,32,4,64,2}_t		LD_$t$w_t	input	$n	$n		sse,preloadio	10	default:$type preload_$basename = _mm_load_si128((__m128i*)(&$$input - $alignoffset % $n));	
sse_IO	instruction	${t,n,c,l->float,4,ps,,double,2,pd,d}		LD_$t	input	$n	$n		sse,preloadio	10	default:$type preload_$basename = _mm_load_$c(&$$input - $alignoffset % $n);	
sse_IO	instruction	bool		LD_bool_byte	input	1	1	$$input	C,universal	10		
sse_IO	instruction	bool		LD_bool_vector	input	1	1	load_bool($$inputg)/*do some magic here now*/	C,universal	10		
sse_IO	instruction	bool		LD_bool_vector	input	32	32	$$input	C,universal	10		
sse_IO	instruction	bool		LD_bool_vector	input	128	128	_mm_loadu_si128((const __m128i*)&$$input)	sse,unalignedio	11		
sse_IO	instruction	bool		LD_bool_vector	input	128	128	_mm_load_si128((const __m128i*)&$$input)	sse,alignedio	10		
